0.51804,0.47396,0.44875,0.43299,0.42402,0.41954,0.41852,0.42043,0.4249,0.43159,0.4417,0.45638,0.47892,0.53077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5048,0.4541,0.42219,0.40104,0.38646,0.37634,0.36954,0.36552,0.36408,0.36363,0.36503,0.3678,0.37193,0.37738,0.38446,0.39383,0.40623,0.42504,0.46807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.50024,0.44459,0.4081,0.38263,0.36343,0.34973,0.33891,0.3315,0.32629,0.32226,0.31994,0.31898,0.31923,0.32039,0.32189,0.32483,0.32806,0.33218,0.33689,0.34306,0.35015,0.35964,0.3735,0.40093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5004,0.44184,0.40214,0.37301,0.3507,0.33335,0.31998,0.30999,0.30104,0.2948,0.28995,0.2863,0.28386,0.28276,0.28163,0.28178,0.2827,0.28409,0.28584,0.28809,0.29121,0.29411,0.29775,0.30181,0.30663,0.31212,0.319,0.32845,0.34585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5038,0.44353,0.40094,0.36923,0.34464,0.32502,0.30906,0.29598,0.28521,0.27643,0.26941,0.26406,0.26004,0.2559,0.25319,0.25216,0.25033,0.25006,0.24997,0.25086,0.2514,0.25304,0.25514,0.25736,0.25962,0.26207,0.26519,0.26828,0.27176,0.27572,0.27978,0.28445,0.29095,0.30294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.50896,0.4475,0.40342,0.36994,0.34314,0.3211,0.30311,0.28823,0.27582,0.2654,0.25661,0.24919,0.24292,0.23764,0.23324,0.22965,0.22686,0.22487,0.22379,0.22336,0.22216,0.222,0.22328,0.2232,0.2247,0.2257,0.22815,0.22951,0.23157,0.23402,0.23672,0.23997,0.24258,0.24579,0.24908,0.25247,0.25604,0.26068,0.27032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.51496,0.4535,0.40838,0.37297,0.34514,0.32129,0.30164,0.28548,0.27146,0.25883,0.24821,0.23929,0.23181,0.22554,0.2203,0.21518,0.21082,0.20725,0.20439,0.20215,0.20051,0.19945,0.199,0.19833,0.19769,0.19758,0.1982,0.1999,0.20028,0.20152,0.20355,0.20494,0.20698,0.20976,0.21207,0.21462,0.21718,0.21968,0.22281,0.22588,0.22919,0.23255,0.23599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.52147,0.46014,0.41466,0.3783,0.34869,0.32424,0.30326,0.28511,0.27026,0.25636,0.24429,0.23438,0.22597,0.21721,0.21004,0.20425,0.19966,0.19495,0.19035,0.1867,0.18382,0.1816,0.1799,0.17861,0.17765,0.17694,0.17642,0.17608,0.17592,0.17597,0.17635,0.17722,0.17886,0.18027,0.18099,0.18332,0.1846,0.18734,0.1887,0.19105,0.19358,0.19611,0.1993,0.20181,0.20502,0.20822,0.21202,0.21593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.52768,0.46716,0.42142,0.38464,0.35424,0.32914,0.3066,0.2882,0.27102,0.2566,0.24406,0.23199,0.22242,0.21339,0.20477,0.19814,0.19221,0.18566,0.18076,0.1773,0.17298,0.16894,0.16608,0.16421,0.16294,0.1602,0.15828,0.15702,0.15627,0.1559,0.15581,0.15589,0.15611,0.15643,0.15686,0.15747,0.15839,0.15985,0.16225,0.16279,0.16418,0.1669,0.16793,0.17031,0.17327,0.17563,0.17781,0.17977,0.18277,0.18561,0.18955,0.19281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.53391,0.47458,0.42877,0.39175,0.36105,0.33474,0.3117,0.29249,0.27427,0.2595,0.24495,0.23302,0.22175,0.21158,0.20363,0.19439,0.18771,0.18114,0.17462,0.1703,0.165,0.16027,0.15743,0.1538,0.15008,0.14796,0.14702,0.14365,0.14163,0.14068,0.14056,0.13952,0.13812,0.13743,0.13725,0.13743,0.13784,0.13838,0.13899,0.13965,0.14039,0.14132,0.14263,0.1447,0.14635,0.14706,0.14984,0.15076,0.1538,0.15559,0.15769,0.16071,0.16207,0.16477,0.16785,0.17133,0.17668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.53982,0.48168,0.43636,0.39942,0.36812,0.34119,0.3182,0.29745,0.27914,0.26322,0.24819,0.23558,0.22317,0.21284,0.20276,0.19395,0.18614,0.17823,0.17288,0.16533,0.1607,0.1551,0.15033,0.14764,0.1423,0.13949,0.13699,0.1332,0.13155,0.12996,0.12697,0.12576,0.12597,0.1235,0.12213,0.1219,0.12251,0.12202,0.12105,0.12079,0.12102,0.12157,0.12228,0.12306,0.12386,0.12469,0.12564,0.1269,0.12886,0.131,0.13132,0.13387,0.13487,0.13789,0.13993,0.14239,0.14343,0.14661,0.14826,0.15128,0.15567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.54521,0.48855,0.44399,0.40717,0.3759,0.34884,0.32472,0.30368,0.28548,0.26791,0.25328,0.23899,0.22669,0.21513,0.20469,0.19517,0.18634,0.17831,0.171,0.164,0.15825,0.15186,0.14782,0.14165,0.13885,0.13327,0.1303,0.1268,0.12327,0.12246,0.118,0.11638,0.11497,0.11206,0.11148,0.11043,0.10821,0.10789,0.1087,0.10645,0.10573,0.10615,0.10737,0.1067,0.10613,0.10621,0.10672,0.10746,0.10831,0.10918,0.11007,0.11108,0.11245,0.11467,0.11611,0.11658,0.12011,0.11998,0.12204,0.12411,0.12579,0.12889,0.1304,0.13414,0.13671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.55021,0.49517,0.45135,0.41467,0.38332,0.35617,0.33255,0.31065,0.29129,0.27464,0.2583,0.24402,0.23134,0.21869,0.20894,0.19747,0.18905,0.17952,0.17214,0.16424,0.15776,0.15113,0.14554,0.13986,0.1352,0.13014,0.12656,0.12179,0.11952,0.11471,0.11366,0.1089,0.10744,0.10451,0.10228,0.10185,0.098475,0.098134,0.096569,0.094705,0.095256,0.093729,0.092406,0.092977,0.093238,0.091654,0.091544,0.092482,0.094102,0.093178,0.092904,0.093192,0.093816,0.094615,0.095503,0.096489,0.097718,0.099557,0.10194,0.10164,0.1035,0.10479,0.10815,0.10912,0.11135,0.11174,0.11439,0.11694,0.11935,NaN,NaN,NaN,NaN,NaN
0.55477,0.50147,0.45835,0.42217,0.39094,0.36366,0.33962,0.3184,0.29837,0.28052,0.26504,0.2498,0.2361,0.22456,0.212,0.20193,0.19178,0.18241,0.17469,0.16578,0.16009,0.15157,0.14627,0.13937,0.13441,0.12885,0.12423,0.11974,0.11553,0.11181,0.10813,0.1049,0.10193,0.098868,0.096901,0.093684,0.093112,0.089387,0.0896,0.08615,0.085433,0.084333,0.082302,0.083326,0.080821,0.080125,0.08178,0.079235,0.078803,0.080148,0.079634,0.078619,0.078936,0.080141,0.081857,0.081385,0.081259,0.081624,0.082311,0.083254,0.084532,0.08645,0.087801,0.087558,0.08921,0.090723,0.093062,0.093685,0.096101,0.096703,0.098554,0.10226,0.1047,NaN
0.55886,0.50721,0.46503,0.42952,0.39849,0.37126,0.34708,0.32556,0.30591,0.28753,0.2711,0.25682,0.24213,0.22918,0.21829,0.20612,0.19612,0.18683,0.17715,0.1701,0.16108,0.15409,0.14747,0.14039,0.13594,0.12868,0.12481,0.11865,0.11463,0.11005,0.1059,0.10262,0.098407,0.096149,0.091995,0.090458,0.086528,0.085402,0.081927,0.080885,0.078182,0.076879,0.075378,0.073448,0.073743,0.070792,0.071697,0.069318,0.068725,0.06976,0.067241,0.067641,0.0685,0.066551,0.066807,0.068638,0.067694,0.066976,0.06739,0.068492,0.069914,0.071356,0.071915,0.072601,0.07384,0.073853,0.07376,0.074281,0.077024,0.076939,0.080512,0.080664,0.08329,0.082608
