2.689828009291985178e-01,2.977216183697610208e-01,3.289753512970708393e-01,3.597877786654647414e-01,3.881543471700537595e-01,4.160763593710993802e-01,4.439501937268822696e-01,4.730895359875775252e-01,5.018124798433224454e-01,5.319438533278340042e-01,5.642991562085600821e-01,5.992290889735638615e-01,6.419035699557800179e-01,7.120678001623255149e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.754778621935199345e-01,1.964000399831464516e-01,2.234378203699550203e-01,2.457885903048850351e-01,2.732180601620952665e-01,2.948966348025334194e-01,3.198218662325766348e-01,3.440923554404087259e-01,3.662945243359455039e-01,3.915307326200478388e-01,4.136103421309881290e-01,4.369449788028029191e-01,4.610568973207521681e-01,4.861074497959772533e-01,5.118121899904324312e-01,5.392047066022499502e-01,5.699052336104842853e-01,6.076351380842659466e-01,6.714768383797543594e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.879367184673701840e-02,1.068033806244492595e-01,1.309723965280122082e-01,1.523232109733359263e-01,1.731219214770992332e-01,1.949036871259316461e-01,2.171722155863832771e-01,2.373384750326889836e-01,2.564553046641090961e-01,2.759162104370043167e-01,2.956530829985322684e-01,3.155456865995245330e-01,3.355953726670364845e-01,3.561131217362392687e-01,3.779094550306800193e-01,3.955562764792626695e-01,4.170536923146266339e-01,4.366760531446373661e-01,4.581191362577708981e-01,4.818107903212111021e-01,5.049015725478422922e-01,5.305723016554202420e-01,5.622613155827452802e-01,6.120967988752128441e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.506452374628556440e-02,2.820753057026696708e-02,4.792814995240394366e-02,6.652773527388514130e-02,8.417540003714579777e-02,1.041587722253191767e-01,1.256255439422494236e-01,1.405462482039360750e-01,1.623960836184003831e-01,1.774823092246169687e-01,1.965725863166975229e-01,2.141522977658343319e-01,2.306064568688467598e-01,2.517545927301194642e-01,2.656109474597095343e-01,2.827795530433823146e-01,3.017368891852065249e-01,3.202530959160858615e-01,3.367137774304854170e-01,3.544682407895428655e-01,3.715489792912173295e-01,3.877153351432875428e-01,4.081128878703093599e-01,4.253712788916317322e-01,4.456046004486552414e-01,4.650794631712020788e-01,4.889111202843808290e-01,5.145516669793758213e-01,5.547576590449170286e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.228915889022542340e-02,4.017227574927184630e-02,2.657569331568101698e-02,7.666027977877123631e-03,9.348075782072208170e-03,2.405270295589133009e-02,4.308420152858661450e-02,5.945633263680102920e-02,7.423096890270701464e-02,9.480759414852113487e-02,1.081847852165970791e-01,1.231061153710980016e-01,1.425383573214576427e-01,1.560187739557657438e-01,1.706000814721014558e-01,1.902637210560412517e-01,2.017203392143577245e-01,2.185127177943304577e-01,2.330926999450956549e-01,2.489183615764178348e-01,2.631422731630269074e-01,2.818428003804475668e-01,2.941412043365733142e-01,3.090032076655757631e-01,3.247412543441148824e-01,3.404239372888196447e-01,3.564744042107636512e-01,3.753506726905188051e-01,3.894849305254947658e-01,4.067128418830749381e-01,4.269107390386054912e-01,4.447301907257859566e-01,4.684483528565547283e-01,5.007090865388499346e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.103647182722135162e-01,1.059731559645734622e-01,9.337126156625003004e-02,7.494001820995810359e-02,6.258748742349592997e-02,4.264984601592783364e-02,3.250509133244758320e-02,1.643482159435756887e-02,2.464569764710059386e-03,1.796031864175489864e-02,2.953659047090805012e-02,4.291542749766029397e-02,5.758684439755954593e-02,7.329052733039215228e-02,8.993247166990041286e-02,1.059159493406945374e-01,1.167360018649853948e-01,1.290445223139919939e-01,1.430730801578108669e-01,1.591375891710032076e-01,1.742467015119527340e-01,1.846827479716547649e-01,1.989648729687436002e-01,2.156721083960206065e-01,2.256769159688246096e-01,2.430025835716719262e-01,2.532567878216907542e-01,2.699631842755052524e-01,2.824613574506379954e-01,2.952821436217814011e-01,3.093453970774538431e-01,3.239257877838760402e-01,3.405091792736418266e-01,3.534336682383136252e-01,3.692472953259470225e-01,3.856280175217162709e-01,4.048365476154651699e-01,4.245001129922071348e-01,4.572184719923524931e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.671190678527282314e-01,1.558918949150872590e-01,1.472368791854005987e-01,1.411985884491404053e-01,1.191953716170536387e-01,1.119731979935033456e-01,9.942317492897734255e-02,8.418416843816352302e-02,6.829270731044310982e-02,5.259724697953196276e-02,3.739178464044545791e-02,2.271672005356379156e-02,8.503645657261109034e-03,4.602015466701351275e-03,1.729968956392181900e-02,2.993259797735989616e-02,4.242160553644815785e-02,5.471689283091497186e-02,6.679967175532997015e-02,7.868836258266109773e-02,9.044775292815061818e-02,1.022000622721017521e-01,1.141369161581526487e-01,1.265310504356067789e-01,1.397461439735839805e-01,1.542425506180071515e-01,1.687875476657004492e-01,1.775115486341267979e-01,1.893155745713360483e-01,2.053469021129932792e-01,2.147532849327390414e-01,2.284376230254654139e-01,2.398934078850586959e-01,2.559529037537356388e-01,2.656898441894302576e-01,2.779724020425729525e-01,2.911591009528443075e-01,3.060600961626183669e-01,3.182640973844533261e-01,3.330200389058872723e-01,3.469793411419103690e-01,3.640026624088953389e-01,3.830728030072886314e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.143591804599198625e-01,2.145066603030515717e-01,2.082128546012735060e-01,1.962950062554341679e-01,1.857599994540582167e-01,1.683351679484411945e-01,1.505021712232358644e-01,1.406421946588646554e-01,1.288751304696194866e-01,1.159756554961500485e-01,1.022955346576459174e-01,8.793388503231056030e-02,7.535382052837058531e-02,6.526001219926184926e-02,5.496817925786579018e-02,4.430397587986534269e-02,3.316895580805264560e-02,2.153403281611616926e-02,9.431168094444322345e-03,3.056487883062094027e-03,1.580587037084277627e-02,2.866658269440936282e-02,4.147469320905344120e-02,5.406769900537240769e-02,6.630068395406941983e-02,7.806378714713577138e-02,8.930116452652424319e-02,1.000316177172000109e-01,1.103709039556082100e-01,1.205553263270010000e-01,1.309654068850511222e-01,1.421471347319218648e-01,1.548263804926093834e-01,1.699096822322313238e-01,1.778533633745978948e-01,1.883608662450566018e-01,2.045473610903010275e-01,2.112908590454494473e-01,2.259827415720659927e-01,2.366890473661220351e-01,2.471183579299468247e-01,2.592079063967594466e-01,2.737145008777433497e-01,2.834060634941169554e-01,2.963076183808069919e-01,3.123912596783794404e-01,3.264732019699493892e-01,3.430994702261176421e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.618117020535127848e-01,2.625695222168468734e-01,2.595822982352182229e-01,2.484689677516787598e-01,2.408396546124783877e-01,2.270691373550503267e-01,2.131396090648673691e-01,2.005804611862110065e-01,1.893377332894354281e-01,1.788171973038740481e-01,1.682824845582198414e-01,1.570149195454564051e-01,1.443820627677885604e-01,1.298700164257533818e-01,1.131001498302509345e-01,1.047467030192027887e-01,9.710313061581665739e-02,8.717840085937424155e-02,7.487181687201191482e-02,6.020624401578678064e-02,4.535778668585908197e-02,3.892105830907187369e-02,3.047743115178652359e-02,2.021673479304152490e-02,8.405044371745346715e-03,4.628818213761713013e-03,1.850950455745630288e-02,2.965191831979085632e-02,3.797802134274234909e-02,4.714051547162433076e-02,5.691257881098076704e-02,6.710500495225890649e-02,7.759100790687815941e-02,8.833291739964922729e-02,9.941046290533786522e-02,1.110498196566130358e-01,1.236515241307198504e-01,1.344770470290607700e-01,1.416166355167097490e-01,1.511257214430860307e-01,1.647388867866034501e-01,1.739227629641248440e-01,1.843995941280133499e-01,1.949281628254685428e-01,2.100789486535743489e-01,2.184457262532421840e-01,2.300776550640430684e-01,2.404736552328084198e-01,2.521161220712651030e-01,2.660013302644321231e-01,2.760108666461994487e-01,2.894104622158957252e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.089057311870629929e-01,3.066445101091714864e-01,3.007403861792659061e-01,3.012393616657664808e-01,2.902180670996952205e-01,2.764483553871354138e-01,2.642776618685885870e-01,2.540704271488204435e-01,2.449195320877555482e-01,2.355512837355025479e-01,2.246498519349178491e-01,2.109892737317344003e-01,1.935022105443795770e-01,1.856451860792482089e-01,1.795568930552159381e-01,1.689395817244964404e-01,1.531510473836801833e-01,1.409239691592134303e-01,1.360559324196871922e-01,1.260659698367740111e-01,1.107352400881495280e-01,9.914123106365890781e-02,9.402160047023735978e-02,8.423837723055226101e-02,6.991350820819640377e-02,5.707296647502910908e-02,5.209804580226037179e-02,4.356646485096373617e-02,3.182506919178467591e-02,1.734356821929854478e-02,7.628158382133479708e-03,1.255063080009297203e-03,7.026613098455743688e-03,1.675619045493940973e-02,2.744697099856038131e-02,3.861530275781400318e-02,4.981196503161550854e-02,6.065592227848452811e-02,7.087117276522872378e-02,8.032795344780253866e-02,8.908968647309156719e-02,9.746636217560628035e-02,1.060729449657645540e-01,1.158870550115868731e-01,1.282928241450276841e-01,1.392155056733422325e-01,1.455950469163415639e-01,1.612757783017410018e-01,1.658883944020671797e-01,1.768143347456671011e-01,1.882808388274213596e-01,1.972715306148891401e-01,2.085669654353395908e-01,2.184980981601584160e-01,2.297192354064724884e-01,2.419246407727753678e-01,2.588822352841926855e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.470326985900066274e-01,3.594362436740914379e-01,3.535463974929973774e-01,3.448341302276838327e-01,3.267556778342556312e-01,3.184326876994789668e-01,3.081461440697733645e-01,2.957431594924080365e-01,2.908580930492352112e-01,2.852640733369442572e-01,2.768569812003532360e-01,2.636930358470420677e-01,2.440650016490795438e-01,2.416221859941369010e-01,2.349161270765827147e-01,2.202663955154162967e-01,2.062695936522192797e-01,2.035004030502038375e-01,1.921208225515811385e-01,1.730216832148716855e-01,1.723513328470558659e-01,1.631296574924605280e-01,1.448322820670096545e-01,1.415564402945840294e-01,1.342108566725541963e-01,1.186571751564644700e-01,1.104380937005158547e-01,1.052394276432384451e-01,9.308276659796858865e-02,7.774048380650293300e-02,7.510027712350533791e-02,6.696093756194013147e-02,5.368368258345386501e-02,4.125147890903723552e-02,3.718614141958437314e-02,2.949033523667259765e-02,1.873176720594050063e-02,5.594829860007189543e-03,5.425164150026576780e-03,1.109653318763680584e-02,1.834117672834644636e-02,2.666365897772125446e-02,3.561099435857110335e-02,4.482081701867380447e-02,5.407486251976047903e-02,6.335871783292626458e-02,7.292831621444642587e-02,8.338144176654015138e-02,9.572746561746497962e-02,1.041080298655118336e-01,1.098546071982962336e-01,1.226030038971848007e-01,1.291004058095960860e-01,1.441284945045973043e-01,1.496704819213955373e-01,1.592651235293628675e-01,1.717484861230424986e-01,1.787687523442462179e-01,1.900636915203672561e-01,2.016321109021365354e-01,2.132036988797794130e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.793369027293826967e-01,3.862198725199700866e-01,3.925758250416290784e-01,3.876031006064417084e-01,3.836995250399362067e-01,3.748848033160912530e-01,3.652497362538997816e-01,3.542370524710265478e-01,3.398181747387348239e-01,3.221952335407658463e-01,3.219971374260592878e-01,3.156828445446283049e-01,3.006615634817084715e-01,2.870745167542074205e-01,2.855609517690883559e-01,2.728299346188393648e-01,2.574017345867243844e-01,2.564466872253545193e-01,2.427623002161784505e-01,2.310038448620737039e-01,2.279681533935769278e-01,2.115562604119031742e-01,2.054852546427206328e-01,1.992878677636722162e-01,1.798324131604937814e-01,1.795581168583505194e-01,1.703863919965331597e-01,1.531245282242369998e-01,1.529790781724326976e-01,1.419708741766249616e-01,1.277234638077759110e-01,1.260327250654511289e-01,1.149134743707671824e-01,1.004855360435907008e-01,9.878798127237141402e-02,8.943448629267200523e-02,7.276500626448197118e-02,7.019048365627643393e-02,6.408464267364008538e-02,5.272306435445706790e-02,3.707499001520796894e-02,3.461114381956795216e-02,2.867294643649478253e-02,1.994787739483851186e-02,9.225855660984900314e-03,2.650392165547387976e-03,1.434668249239630204e-02,2.058812028420111545e-02,2.800831689197427060e-02,3.638658092771523966e-02,4.571894058579014514e-02,5.630068627933658421e-02,6.342861236086279331e-02,6.837839831736364227e-02,7.583753206932318525e-02,8.887057887389922251e-02,9.428823387498241893e-02,1.064623735857710418e-01,1.115458602386537323e-01,1.202688488887820040e-01,1.304604733014372575e-01,1.399447409587025459e-01,1.481534563763585166e-01,1.628754630936864733e-01,1.722360958175649104e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
